posicion,etiqueta
01020590101,
01020590102,
01020590201,
01020590202,30100280000006700027
01020590301,30100280000004100010
01020590302,
01020590401,
01020590402,
01020590501,
01020590502,
01020590601,
01020590602,30100280000004900033
01020590701,30100280000000600024
01020590702,30100280000000600012
01020590801,30100280000006400010
01020590802,30100280000004000024
01020600101,30100280000005500015
01020600102,
01020600201,
01020600202,30557690100011000988
01020600301,
01020600302,30100280000007700018
01020600401,30100280000001700029
01020600402,
01020600501,30100280000002800010
01020600502,
01020600601,
01020600602,30100280000007000008
01020600701,
01020600702,30100280000002000020
01020600801,30100280000004200017
01020600802,
02010010101,30557690100819001561
02010010102,30557690100819001428
02010010201,30557690101729001519
02010010202,30557690101729001309
02010010301,30557690100718001366
02010010302,30557690100718001234
02010010401,30557690100819001279
02010010402,30557690100819001213
02010010501,30557690101932001294
02010010502,30557690101932001209
02010010601,30557690100213001272
02010010602,30557690100213001216
02010010701,30557690100415001267
02010010702,30557690100415001238
02010010801,30557690100213001425
02010010802,30557690100213001321
02010020101,30557690100213001600
02010020102,30557690100213001489
02010020201,
02010020202,30557690100921001174
02010020301,30557690101628001434
02010020302,30557690101628001334
02010020401,30557690100415001326
02010020402,30557690100415001273
02010020501,30557690100011001318
02010020502,30557690100011001228
02010020601,30557690101426001350
02010020602,30557690101426001276
02010020701,30557690101123001675
02010020702,30557690101123001175
02010020801,30100280000007400033
02010020802,30557690100921000823
02010030101,30100280000003400028
02010030102,30557690100112001677
02010030201,30557690101224001615
02010030202,30557690101224001513
02010030301,30557690101426001599
02010030302,30557690101426001445
02010030401,30557690100314001515
02010030402,30557690100314001338
02010030501,30557690100617001403
02010030502,30557690100617001308
02010030601,30557690101932001388
02010030602,30557690101932001368
02010030701,30557690100011001601
02010030702,30557690100011001449
02010030801,30557690101831001641
02010030802,30557690101831001531
02010040101,30100280000001900017
02010040102,30100280000007600008
02010040201,
02010040202,30557690101729001681
02010040301,30557690100617001700
02010040302,30557690100617001532
02010040401,30557690100415001630
02010040402,30557690100415001456
02010040501,30557690101831001454
02010040502,30557690101831001382
02010040601,30557690100718001590
02010040602,30557690100718001461
02010040701,30557690101932001689
02010040702,30557690101932001534
02010040801,30100280000004800022
02010040802,30557690100314001695
02010050101,
02010050102,
02010050201,
02010050202,
02010050301,
02010050302,30557690101831001697
02010050401,30100280000001800012
02010050402,30557690101628001622
02010050501,
02010050502,30557690101325001480
02010050601,
02010050602,30557690100516001629
02010050701,
02010050702,30557690101022001706
02010050801,30100280000007300015
02010050802,30100280000007700017
02010060101,
02010060102,30100280000001500035
02010060201,
02010060202,
02010060301,
02010060302,
02010060401,30100280000007400015
02010060402,
02010060501,30100280000002200011
02010060502,30557690100819001670
02010060601,30100280000001200021
02010060602,
02010060701,
02010060702,30557690101628001002
02010060801,30100280000004400027
02010060802,30100280000003100013
02010070101,30100280000002100024
02010070102,
02010070201,
02010070202,30100280000005400007
02010070301,30100280000003600026
02010070302,30557690101527001080
02010070401,
02010070402,
02010070501,30100280000001200017
02010070502,
02010070601,
02010070602,
02010070701,
02010070702,
02010070801,
02010070802,30100280000006900006
02010080101,
02010080102,
02010080201,30100280000000400009
02010080202,
02010080301,30100280000004200013
02010080302,30557690100921001008
02010080401,30100280000002800015
02010080402,30557690101426000820
02010080501,
02010080502,
02010080601,
02010080602,
02010080701,30100280000004100035
02010080702,30557690101022001079
02010080801,
02010080802,
02010090101,
02010090102,
02010090201,
02010090202,30557690101628000869
02010090301,
02010090302,30100280000000800028
02010090401,30100280000004400010
02010090402,30100280000000500036
02010090501,30100280000003400020
02010090502,30100280000005700025
02010090601,30100280000000400013
02010090602,
02010090701,30100280000003100002
02010090702,
02010090801,30100280000002500009
02010090802,
02010100101,
02010100102,
02010100201,30100280000005000002
02010100202,
02010100301,
02010100302,30557690100112000968
02010100401,
02010100402,
02010100501,
02010100502,30557690100314000837
02010100601,30100280000005600032
02010100602,30100280000001000027
02010100701,30100280000000700017
02010100702,30557690100921000859
02010100801,30100280000003300011
02010100802,30100280000000800034
02010110101,
02010110102,30100280000005600016
02010110201,
02010110202,
02010110301,
02010110302,30557690101932001075
02010110401,30100280000007000026
02010110402,
02010110501,
02010110502,30557690101628001001
02010110601,
02010110602,
02010110701,
02010110702,30100280000006300020
02010110801,30100280000003000019
02010110802,
02010120101,30100280000000200018
02010120102,30100280000007000022
02010120201,30100280000004900008
02010120202,30100280000006000022
02010120301,
02010120302,
02010120401,
02010120402,30100280000007400027
02010120501,30100280000004100016
02010120502,
02010120601,
02010120602,
02010120701,
02010120702,30100280000003100005
02010120801,30100280000006400018
02010120802,
02010130101,30100280000000800031
02010130102,30100280000002800025
02010130201,
02010130202,
02010130301,30100280000005900034
02010130302,30100280000007700024
02010130401,30100280000000900010
02010130402,
02010130501,30100280000005400005
02010130502,30557690100314001149
02010130601,
02010130602,
02010130701,30100280000005400036
02010130702,
02010130801,30100280000003300002
02010130802,30100280000006900012
02010140101,
02010140102,30100280000004200005
02010140201,30100280000002300027
02010140202,
02010140301,
02010140302,
02010140401,
02010140402,30100280000002600005
02010140501,
02010140502,
02010140601,30100280000000500002
02010140602,
02010140701,30100280000006700023
02010140702,
02010140801,30100280000007300007
02010140802,
02010150101,
02010150102,30557690100516000838
02010150201,
02010150202,30100280000002400037
02010150301,30100280000005200024
02010150302,30100280000006500017
02010150401,
02010150402,30100280000004000011
02010150501,30100280000005400026
02010150502,
02010150601,30100280000006700026
02010150602,
02010150701,
02010150702,
02010150801,
02010150802,30100280000004600003
02010160101,30100280000002200014
02010160102,30557690100617000931
02010160201,30100280000006600003
02010160202,30557690100921001064
02010160301,
02010160302,30100280000005400019
02010160401,
02010160402,30100280000003200006
02010160501,30100280000002000021
02010160502,
02010160601,30100280000006100025
02010160602,30100280000002500021
02010160701,
02010160702,
02010160801,
02010160802,
02010170101,
02010170102,
02010170201,
02010170202,
02010170301,30100280000000400012
02010170302,
02010170401,30100280000005700021
02010170402,30557690100112000918
02010170501,
02010170502,30557690101527001145
02010170601,30100280000002300024
02010170602,
02010170701,30100280000002700030
02010170702,
02010170801,30100280000006300001
02010170802,30557690101022000863
02010180101,
02010180102,
02010180201,
02010180202,
02010180301,
02010180302,30557690101022000953
02010180401,30100280000005500017
02010180402,
02010180501,30100280000006300003
02010180502,30100280000006500002
02010180601,
02010180602,
02010180701,
02010180702,
02010180801,30100280000001900026
02010180802,30100280000005400010
02010190101,
02010190102,30100280000001800033
02010190201,
02010190202,30100280000000200026
02010190301,
02010190302,30100280000002300015
02010190401,30100280000000100017
02010190402,
02010190501,
02010190502,30100280000005000030
02010190601,30100280000001400015
02010190602,30100280000006000018
02010190701,
02010190702,30100280000001800026
02010190801,
02010190802,
02010200101,30100280000002600014
02010200102,
02010200201,30100280000001700036
02010200202,
02010200301,30100280000007400022
02010200302,30100280000000100036
02010200401,
02010200402,
02010200501,30100280000001400036
02010200502,30557690101224000853
02010200601,
02010200602,
02010200701,
02010200702,30557690101831001026
02010200801,
02010200802,30100280000001300025
02010210101,30100280000006100018
02010210102,30557690101022001057
02010210201,
02010210202,30100280000003200002
02010210301,
02010210302,
02010210401,30100280000003000033
02010210402,30557690100112001178
02010210501,
02010210502,
02010210601,
02010210602,
02010210701,
02010210702,30100280000000400023
02010210801,
02010210802,
02010220101,
02010220102,
02010220201,30100280000002600026
02010220202,
02010220301,
02010220302,
02010220401,
02010220402,30557690100314000871
02010220501,30100280000008000002
02010220502,30100280000007200018
02010220601,30100280000006200011
02010220602,30100280000006900026
02010220701,
02010220702,
02010220801,
02010220802,30100280000007400009
02010230101,
02010230102,
02010230201,
02010230202,
02010230301,30100280000007900012
02010230302,
02010230401,30100280000000700012
02010230402,
02010230501,30100280000004600014
02010230502,30100280000001400014
02010230601,
02010230602,30100280000003700034
02010230701,30100280000002300029
02010230702,
02010230801,30100280000005500035
02010230802,30100280000001900029
02010240101,
02010240102,30100280000003300022
02010240201,
02010240202,30100280000002300004
02010240301,
02010240302,
02010240401,
02010240402,30100280000000900024
02010240501,
02010240502,30100280000005700032
02010240601,30100280000003300003
02010240602,30557690101224001071
02010240701,30100280000004800003
02010240702,30100280000006900002
02010240801,
02010240802,30100280000007600034
02010250101,
02010250102,30100280000004500008
02010250201,30100280000002600007
02010250202,30100280000006200008
02010250301,
02010250302,30100280000000200032
02010250401,
02010250402,30100280000004300012
02010250501,
02010250502,
02010250601,
02010250602,
02010250701,30100280000002800035
02010250702,30557690101527001047
02010250801,
02010250802,
02010260101,
02010260102,30100280000002700034
02010260201,30100280000006200013
02010260202,30100280000006200009
02010260301,
02010260302,30100280000004900002
02010260401,
02010260402,
02010260501,
02010260502,
02010260601,30100280000002200024
02010260602,
02010260701,30100280000006000009
02010260702,30100280000005300028
02010260801,
02010260802,30557690101022000894
02010270101,
02010270102,
02010270201,
02010270202,30557690101123000951
02010270301,30100280000002700032
02010270302,
02010270401,30100280000001600033
02010270402,30100280000005500008
02010270501,
02010270502,30100280000007100036
02010270601,
02010270602,30100280000000300010
02010270701,
02010270702,30100280000006500008
02010270801,30100280000003000027
02010270802,
02010280101,30100280000005700022
02010280102,30100280000002000010
02010280201,30100280000005700015
02010280202,30100280000005100031
02010280301,
02010280302,
02010280401,
02010280402,
02010280501,30100280000003500031
02010280502,30100280000005300035
02010280601,
02010280602,
02010280701,30100280000001000035
02010280702,
02010280801,
02010280802,30100280000002300021
02010290101,
02010290102,
02010290201,30100280000005300014
02010290202,
02010290301,30100280000004500019
02010290302,
02010290401,
02010290402,
02010290501,30100280000003500026
02010290502,30100280000006500021
02010290601,
02010290602,
02010290701,30100280000002100010
02010290702,
02010290801,
02010290802,30557690101325001110
02010300101,
02010300102,30557690100718001074
02010300201,30100280000004100022
02010300202,30100280000005300018
02010300301,30100280000006000015
02010300302,30100280000007200003
02010300401,
02010300402,30100280000006700033
02010300501,30100280000007500017
02010300502,
02010300601,
02010300602,30100280000004100008
02010300701,
02010300702,30557690100718000819
02010300801,30100280000004200033
02010300802,30100280000001000020
02010310101,
02010310102,30100280000006500013
02010310201,30100280000007200031
02010310202,
02010310301,
02010310302,30100280000004400023
02010310401,30100280000004400030
02010310402,
02010310501,30100280000002900015
02010310502,
02010310601,30100280000004900029
02010310602,30557690101729001140
02010310701,30100280000002400025
02010310702,
02010310801,
02010310802,30100280000001500026
02010320101,30100280000005800006
02010320102,
02010320201,
02010320202,30100280000005900036
02010320301,
02010320302,30100280000001300036
02010320401,30100280000002700006
02010320402,
02010320501,30100280000006800035
02010320502,
02010320601,
02010320602,30100280000004000018
02010320701,
02010320702,
02010320801,30100280000001400005
02010320802,
02010330101,30100280000001900005
02010330102,
02010330201,
02010330202,
02010330301,
02010330302,
02010330401,30100280000003300029
02010330402,30100280000001700010
02010330501,
02010330502,30557690101325001170
02010330601,30100280000007500013
02010330602,30100280000002900019
02010330701,30100280000003100024
02010330702,
02010330801,
02010330802,
02010340101,30100280000006400015
02010340102,
02010340201,
02010340202,
02010340301,30100280000007100021
02010340302,30100280000007800001
02010340401,
02010340402,
02010340501,
02010340502,30100280000000900008
02010340601,
02010340602,30100280000002700021
02010340701,30100280000000700030
02010340702,30557690101527000982
02010340801,
02010340802,
02010350101,
02010350102,30557690101527001189
02010350201,30100280000004900020
02010350202,
02010350301,30100280000005700034
02010350302,
02010350401,30100280000002400002
02010350402,
02010350501,
02010350502,30100280000001900025
02010350601,30100280000004100004
02010350602,
02010350701,
02010350702,
02010350801,
02010350802,
02010360101,
02010360102,30557690101123001084
02010360201,
02010360202,30100280000004700017
02010360301,30100280000004100003
02010360302,30100280000002500001
02010360401,
02010360402,
02010360501,
02010360502,30100280000004900028
02010360601,30100280000000400004
02010360602,
02010360701,
02010360702,
02010360801,30100280000003900027
02010360802,30557690100516000849
02010370101,
02010370102,
02010370201,30100280000005000012
02010370202,
02010370301,30100280000004200027
02010370302,
02010370401,30100280000007200035
02010370402,
02010370501,30100280000002000027
02010370502,
02010370601,30100280000004200031
02010370602,30100280000003100035
02010370701,30100280000002500029
02010370702,
02010370801,
02010370802,30100280000004200037
02010380101,30100280000002600002
02010380102,30557690100011001164
02010380201,
02010380202,30100280000002400014
02010380301,
02010380302,30100280000000900035
02010380401,
02010380402,30100280000006100006
02010380501,
02010380502,30100280000003700018
02010380601,
02010380602,
02010380701,
02010380702,
02010380801,
02010380802,
02010390101,
02010390102,
02010390201,
02010390202,30100280000001700021
02010390301,30100280000005900032
02010390302,
02010390401,
02010390402,30100280000004600009
02010390501,30100280000006000019
02010390502,
02010390601,30100280000005200016
02010390602,30100280000004900017
02010390701,
02010390702,
02010390801,
02010390802,
02010400101,30100280000007900021
02010400102,30557690100921001193
02010400201,
02010400202,30557690101022000978
02010400301,
02010400302,30100280000000700007
02010400401,
02010400402,30100280000004900031
02010400501,
02010400502,30557690100112001086
02010400601,30100280000000100022
02010400602,30100280000006300024
02010400701,30100280000002800001
02010400702,30100280000001200036
02010400801,
02010400802,
02010410101,
02010410102,30557690100516001070
02010410201,
02010410202,
02010410301,
02010410302,
02010410401,
02010410402,
02010410501,
02010410502,
02010410601,
02010410602,30100280000004100024
02010410701,
02010410702,
02010410801,30100280000006100031
02010410802,30557690101022001128
02010420101,30100280000006500009
02010420102,
02010420201,
02010420202,30100280000001300010
02010420301,30100280000001200003
02010420302,30100280000007100014
02010420401,
02010420402,
02010420501,30100280000006100030
02010420502,30100280000000800025
02010420601,
02010420602,30100280000007500022
02010420701,30100280000004700013
02010420702,
02010420801,30100280000005400024
02010420802,
02010430101,
02010430102,
02010430201,
02010430202,
02010430301,30100280000007800019
02010430302,
02010430401,30100280000007800009
02010430402,30100280000001600002
02010430501,30100280000007800013
02010430502,
02010430601,
02010430602,30100280000003200012
02010430701,
02010430702,
02010430801,
02010430802,30100280000004300037
02010440101,
02010440102,30100280000006900011
02010440201,30100280000005300023
02010440202,30100280000006300035
02010440301,30100280000005900005
02010440302,
02010440401,30100280000001600001
02010440402,30100280000005100010
02010440501,
02010440502,
02010440601,30100280000003000023
02010440602,30100280000003800001
02010440701,30100280000003300031
02010440702,
02010440801,
02010440802,30100280000000900018
02010450101,
02010450102,
02010450201,
02010450202,30100280000000600036
02010450301,
02010450302,
02010450401,30100280000006300018
02010450402,30100280000005900026
02010450501,30100280000001200011
02010450502,
02010450601,
02010450602,
02010450701,
02010450702,
02010450801,
02010450802,
02010460101,
02010460102,
02010460201,
02010460202,30557690101123000957
02010460301,
02010460302,30100280000001300015
02010460401,30100280000001100011
02010460402,30100280000007400029
02010460501,
02010460502,
02010460601,30100280000006200033
02010460602,30557690101325001025
02010460701,30100280000003200004
02010460702,30557690101426001154
02010460801,30100280000002800016
02010460802,
02010470101,
02010470102,30100280000006700029
02010470201,30100280000006800027
02010470202,
02010470301,
02010470302,
02010470401,
02010470402,
02010470501,30100280000003000015
02010470502,
02010470601,30100280000004100011
02010470602,
02010470701,30100280000001100008
02010470702,
02010470801,30100280000004300029
02010470802,30100280000002400017
02010480101,
02010480102,
02010480201,30100280000004400034
02010480202,
02010480301,30100280000005200021
02010480302,30100280000000300017
02010480401,
02010480402,30100280000000300021
02010480501,
02010480502,30100280000006700024
02010480601,30100280000001500028
02010480602,
02010480701,
02010480702,
02010480801,
02010480802,
02010490101,
02010490102,30100280000002800007
02010490201,
02010490202,30100280000007900020
02010490301,
02010490302,
02010490401,
02010490402,30100280000006300014
02010490501,
02010490502,
02010490601,
02010490602,
02010490701,
02010490702,
02010490801,30100280000007300034
02010490802,
02010500101,30100280000006100016
02010500102,
02010500201,
02010500202,
02010500301,
02010500302,
02010500401,
02010500402,30100280000007900011
02010500501,
02010500502,30100280000006700035
02010500601,
02010500602,30100280000002700015
02010500701,30100280000000600014
02010500702,30100280000005300008
02010500801,
02010500802,
02010510101,
02010510102,30100280000006600004
02010510201,30100280000005500011
02010510202,30100280000000800022
02010510301,30100280000003000014
02010510302,
02010510401,
02010510402,30100280000005200018
02010510501,
02010510502,30557690101729000916
02010510601,30100280000005700026
02010510602,30100280000004400003
02010510701,
02010510702,
02010510801,30100280000000400008
02010510802,30100280000004700035
02010520101,
02010520102,30557690101224001009
02010520201,
02010520202,30557690100617001077
02010520301,
02010520302,30100280000003000006
02010520401,
02010520402,30100280000001800007
02010520501,
02010520502,
02010520601,
02010520602,30100280000001900002
02010520701,30100280000004400022
02010520702,
02010520801,
02010520802,30557690101831000831
02010530101,30100280000001900011
02010530102,30100280000001800018
02010530201,
02010530202,
02010530301,
02010530302,
02010530401,
02010530402,
02010530501,
02010530502,
02010530601,30100280000000700023
02010530602,30100280000007000036
02010530701,30100280000003300004
02010530702,30557690101123000913
02010530801,30100280000007900019
02010530802,30100280000005800002
02010540101,
02010540102,
02010540201,
02010540202,
02010540301,30100280000006900007
02010540302,
02010540401,30100280000005400020
02010540402,30100280000003800024
02010540501,
02010540502,30100280000007200033
02010540601,
02010540602,30100280000007900030
02010540701,
02010540702,
02010540801,
02010540802,
02010550101,30100280000006800005
02010550102,
02010550201,
02010550202,
02010550301,
02010550302,
02010550401,30100280000007400002
02010550402,30100280000004500024
02010550501,
02010550502,30100280000001900016
02010550601,
02010550602,
02010550701,30100280000003400022
02010550702,
02010550801,30100280000000100032
02010550802,
02010560101,
02010560102,
02010560201,30100280000000100012
02010560202,30557690100112000822
02010560301,30100280000004400008
02010560302,
02010560401,30100280000006800001
02010560402,30100280000006900009
02010560501,30100280000003600032
02010560502,
02010560601,
02010560602,
02010560701,
02010560702,30100280000005300017
02010560801,30100280000003700013
02010560802,
02010570101,30100280000001100024
02010570102,
02010570201,
02010570202,30100280000005700016
02010570301,
02010570302,30557690101426000879
02010570401,30100280000004800013
02010570402,
02010570501,30100280000005200012
02010570502,30557690100011001003
02010570601,30100280000002400029
02010570602,
02010570701,
02010570702,
02010570801,30100280000004300024
02010570802,
02010580101,
02010580102,30100280000001100027
02010580201,30100280000004500028
02010580202,30100280000005000037
02010580301,
02010580302,
02010580401,
02010580402,30557690101527000963
02010580501,
02010580502,30100280000000300027
02010580601,
02010580602,
02010580701,30100280000006100022
02010580702,
02010580801,
02010580802,30100280000004500005
02010590101,30100280000000300002
02010590102,30100280000006500020
02010590201,
02010590202,30100280000002700035
02010590301,30100280000005700003
02010590302,
02010590401,30100280000002600020
02010590402,30557690101831001106
02010590501,30100280000002100036
02010590502,30100280000000600021
02010590601,
02010590602,
02010590701,30100280000002200037
02010590702,30100280000008000028
02010590801,
02010590802,30557690100516000912
02010600101,30100280000007300014
02010600102,
02010600201,30100280000000200031
02010600202,
02010600301,
02010600302,
02010600401,
02010600402,30100280000007800024
02010600501,
02010600502,30100280000007400020
02010600601,
02010600602,30557690101224001168
02010600701,30100280000005000027
02010600702,
02010600801,
02010600802,30100280000008000024
02020010101,30557690101831001491
02020010102,30557690101831001398
02020010201,30557690101628001372
02020010202,30557690101628001299
02020010301,30557690100112001312
02020010302,30557690100112001242
02020010401,30557690100011001256
02020010402,30557690100011001210
02020010501,30557690100718001280
02020010502,30557690100718001202
02020010601,30557690100314001390
02020010602,30557690100314001233
02020010701,30557690100213001274
02020010702,30557690100213001255
02020010801,30557690101224001558
02020010802,30557690101224001327
02020020101,30557690100921001631
02020020102,30557690100921000955
02020020201,30557690100718001563
02020020202,30557690100718001402
02020020301,30557690101123001493
02020020302,30557690101123001330
02020020401,30557690101831001329
02020020402,30557690101831001261
02020020501,30557690101123001260
02020020502,30557690101123001241
02020020601,30557690101325001348
02020020602,30557690101325001262
02020020701,30557690100213001450
02020020702,30557690100213001344
02020020801,30557690100112001477
02020020802,30557690100112001412
02020030101,30100280000002900009
02020030102,30557690100819001612
02020030201,30557690101932001621
02020030202,30557690101932001465
02020030301,30557690100516001497
02020030302,30557690100516001437
02020030401,30557690100011001555
02020030402,30557690100011001349
02020030501,30557690101527001351
02020030502,30557690101527001264
02020030601,30557690101022001496
02020030602,30557690101022001377
02020030701,30557690101729001605
02020030702,30557690101729001442
02020030801,30557690100213001686
02020030802,30557690100213001516
02020040101,
02020040102,30557690101527001709
02020040201,
02020040202,30557690100314001632
02020040301,30100280000003700022
02020040302,30557690101628001529
02020040401,30557690101527001616
02020040402,30557690101527001451
02020040501,30557690100415001502
02020040502,30557690100415001392
02020040601,30557690100617001628
02020040602,30557690100617001457
02020040701,
02020040702,30557690101123001553
02020040801,30100280000004300017
02020040802,30557690100112001651
02020050101,30100280000001900037
02020050102,
02020050201,30100280000006800007
02020050202,
02020050301,
02020050302,30557690100921001667
02020050401,30557690101022001643
02020050402,30557690101022001571
02020050501,30557690101426001492
02020050502,30557690101426001044
02020050601,30557690101831001664
02020050602,30557690101831001589
02020050701,30100280000005200008
02020050702,30557690100516001679
02020050801,30100280000003400016
02020050802,30100280000006300022
02020060101,
02020060102,30557690101527001119
02020060201,
02020060202,30100280000003500017
02020060301,
02020060302,30100280000005000033
02020060401,
02020060402,30557690100718001683
02020060501,
02020060502,30557690101325001593
02020060601,
02020060602,30557690100011001693
02020060701,
02020060702,30100280000006000034
02020060801,30100280000002300025
02020060802,30557690101932000827
02020070101,30100280000000500024
02020070102,30100280000005000022
02020070201,
02020070202,
02020070301,30100280000000900002
02020070302,30100280000006700022
02020070401,30100280000004300030
02020070402,
02020070501,30100280000004200020
02020070502,30557690101426001708
02020070601,
02020070602,
02020070701,
02020070702,
02020070801,
02020070802,
02020080101,
02020080102,30100280000007500026
02020080201,30100280000005600019
02020080202,30557690100617001112
02020080301,
02020080302,30100280000004500025
02020080401,30100280000001100033
02020080402,
02020080501,
02020080502,30557690100516000972
02020080601,30100280000003300019
02020080602,
02020080701,
02020080702,30100280000002200025
02020080801,30100280000004400004
02020080802,30100280000003700001
02020090101,
02020090102,30100280000003700024
02020090201,30100280000001300023
02020090202,30100280000000700033
02020090301,30100280000001300016
02020090302,
02020090401,30100280000005200015
02020090402,30100280000007900009
02020090501,30100280000000800026
02020090502,
02020090601,30100280000005300034
02020090602,
02020090701,30100280000003900028
02020090702,
02020090801,30100280000006700017
02020090802,30100280000006900015
02020100101,30100280000002000028
02020100102,30100280000002400030
02020100201,30100280000004700004
02020100202,30100280000006200029
02020100301,30100280000006200006
02020100302,30100280000008000018
02020100401,
02020100402,
02020100501,30100280000005700011
02020100502,30557690101628001096
02020100601,
02020100602,
02020100701,30100280000006700016
02020100702,30100280000002500025
02020100801,30100280000003200027
02020100802,30100280000002500028
02020110101,
02020110102,30100280000007100019
02020110201,
02020110202,30100280000003800013
02020110301,30100280000001300026
02020110302,
02020110401,
02020110402,
02020110501,30100280000000100030
02020110502,
02020110601,
02020110602,
02020110701,
02020110702,
02020110801,30100280000003400007
02020110802,
02020120101,
02020120102,
02020120201,30100280000004600029
02020120202,
02020120301,
02020120302,30100280000007600032
02020120401,30100280000000500016
02020120402,30100280000006100026
02020120501,
02020120502,30557690101224001010
02020120601,30100280000004900012
02020120602,30100280000001800021
02020120701,30100280000006600029
02020120702,30100280000007100025
02020120801,
02020120802,
02020130101,
02020130102,30100280000005200037
02020130201,30100280000002700022
02020130202,
02020130301,30100280000001700023
02020130302,30557690100415001196
02020130401,
02020130402,30100280000000900023
02020130501,
02020130502,30100280000001000003
02020130601,30100280000002700029
02020130602,
02020130701,30100280000007000013
02020130702,
02020130801,
02020130802,
02020140101,30100280000004000008
02020140102,
02020140201,30100280000001300020
02020140202,
02020140301,
02020140302,30100280000004600017
02020140401,
02020140402,30100280000000500021
02020140501,
02020140502,
02020140601,30100280000005200030
02020140602,30100280000005500006
02020140701,
02020140702,30100280000003100030
02020140801,30100280000000500022
02020140802,
02020150101,
02020150102,30100280000005500010
02020150201,30100280000000600010
02020150202,
02020150301,
02020150302,30100280000007400035
02020150401,30100280000001500003
02020150402,30100280000004900021
02020150501,30100280000003100016
02020150502,
02020150601,30100280000007900025
02020150602,
02020150701,
02020150702,
02020150801,30100280000002500017
02020150802,
02020160101,
02020160102,30100280000005000006
02020160201,
02020160202,
02020160301,
02020160302,
02020160401,30100280000000900028
02020160402,30557690101022001124
02020160501,30100280000003400031
02020160502,30100280000004100028
02020160601,
02020160602,30100280000008000036
02020160701,
02020160702,
02020160801,
02020160802,
02020170101,30100280000004800014
02020170102,30100280000003300007
02020170201,30100280000002600010
02020170202,30100280000005200028
02020170301,30100280000007700016
02020170302,
02020170401,
02020170402,30100280000003500012
02020170501,30100280000001400022
02020170502,
02020170601,30100280000002300030
02020170602,30100280000003800021
02020170701,30100280000000300024
02020170702,
02020170801,30100280000000900003
02020170802,
02020180101,
02020180102,
02020180201,
02020180202,
02020180301,
02020180302,
02020180401,
02020180402,
02020180501,
02020180502,
02020180601,30100280000008000031
02020180602,30100280000007900008
02020180701,30100280000000900004
02020180702,30100280000002700033
02020180801,
02020180802,30100280000007600024
02020190101,
02020190102,
02020190201,
02020190202,30100280000004000031
02020190301,
02020190302,30557690101729000847
02020190401,
02020190402,
02020190501,30100280000006400027
02020190502,30100280000002500031
02020190601,30100280000000800002
02020190602,
02020190701,
02020190702,30100280000002400033
02020190801,
02020190802,
02020200101,
02020200102,
02020200201,
02020200202,30100280000001600005
02020200301,30100280000004800023
02020200302,30557690101426001013
02020200401,30100280000006300030
02020200402,
02020200501,
02020200502,30100280000007600011
02020200601,30100280000005600009
02020200602,
02020200701,
02020200702,
02020200801,
02020200802,30100280000003600021
02020210101,30100280000004200032
02020210102,30100280000000800032
02020210201,30100280000005600025
02020210202,
02020210301,30100280000007100032
02020210302,
02020210401,
02020210402,
02020210501,30100280000001400034
02020210502,
02020210601,30100280000003800002
02020210602,30100280000007300031
02020210701,
02020210702,30100280000002900036
02020210801,
02020210802,
02020220101,
02020220102,
02020220201,
02020220202,30100280000005700012
02020220301,
02020220302,30100280000002000015
02020220401,30100280000002800009
02020220402,30100280000007500033
02020220501,
02020220502,30100280000000500034
02020220601,
02020220602,
02020220701,
02020220702,30100280000005300033
02020220801,30100280000000900006
02020220802,30100280000004000014
02020230101,
02020230102,30100280000004800031
02020230201,30100280000001100005
02020230202,30100280000003600034
02020230301,30100280000002300002
02020230302,30557690100415001125
02020230401,
02020230402,30557690100314001169
02020230501,30100280000002700010
02020230502,
02020230601,
02020230602,30100280000006500014
02020230701,
02020230702,30100280000005900025
02020230801,30100280000000800010
02020230802,
02020240101,
02020240102,
02020240201,
02020240202,
02020240301,30100280000002700011
02020240302,30557690100921001109
02020240401,
02020240402,
02020240501,
02020240502,
02020240601,30100280000007900001
02020240602,30100280000002000011
02020240701,
02020240702,30100280000003500001
02020240801,
02020240802,
02020250101,
02020250102,30557690100921000872
02020250201,
02020250202,30100280000003600002
02020250301,30100280000005700037
02020250302,30100280000005200011
02020250401,
02020250402,30100280000005500034
02020250501,30100280000003300037
02020250502,
02020250601,30100280000006600021
02020250602,
02020250701,
02020250702,
02020250801,
02020250802,30100280000000200021
02020260101,30100280000006300027
02020260102,
02020260201,
02020260202,
02020260301,30100280000006500023
02020260302,
02020260401,
02020260402,
02020260501,30100280000006300023
02020260502,
02020260601,
02020260602,
02020260701,30100280000007000011
02020260702,30100280000004100020
02020260801,
02020260802,
02020270101,30100280000007500028
02020270102,
02020270201,
02020270202,30100280000001700027
02020270301,
02020270302,
02020270401,
02020270402,30557690100617000998
02020270501,30100280000003200019
02020270502,
02020270601,30100280000002400015
02020270602,
02020270701,
02020270702,30100280000003300033
02020270801,
02020270802,30100280000003100014
02020280101,30100280000007300008
02020280102,
02020280201,
02020280202,30100280000001300032
02020280301,
02020280302,30100280000007700020
02020280401,
02020280402,
02020280501,
02020280502,30100280000005900011
02020280601,30100280000002100023
02020280602,30557690100011001133
02020280701,
02020280702,
02020280801,
02020280802,30557690101628001114
02020290101,30100280000008000016
02020290102,
02020290201,
02020290202,30100280000003100020
02020290301,
02020290302,30100280000007100020
02020290401,
02020290402,30100280000005000016
02020290501,30100280000006300019
02020290502,30557690101022001183
